German,French
Die Beziehung zwischen den Studenten und Professoren ist sehr wichtig.,La relation entre les étudiants et les professeurs est très importante.
"Ich möchte an euer Ehrgefühl appellieren, Afghanistan zu rächen.",J'en appelle a votre honneur pour venger I'Afghanistan.
Das Theaterstück war gestern Abend sehr unterhaltsam.,La pièce de théâtre était très divertissante hier soir.
"Die Universitätsbibliothek ist ein wichtiger Ort für mich, um zu lernen und zu recherchieren.","La bibliothèque universitaire est un endroit important pour moi, où apprendre et faire des recherches."
Meine Freunde kommen heute Abend zu mir nach Hause,"Mes amis viennent chez moi ce soir,"
Skifahren ist einer meiner Lieblingssporte und ich gehe jeden Winter auf die Piste.,Le ski est l'un de mes sports préférés et je vais sur les pistes chaque hiver.
Das Theaterstück war sehr unterhaltsam und hatte eine großartige Besetzung.,La pièce de théâtre était très divertissante et avait une distribution exceptionnelle.
Ein Besuch in einem großen Aquarium kann sehr faszinierend sein.,Une visite dans un grand aquarium peut être très fascinante.
"Skifahren ist ein spannender Wintersport, den viele Menschen lieben.",Le ski est un sport d'hiver passionnant que beaucoup de gens aiment.
"Im Büro haben wir regelmäßig Meetings, um unsere Fortschritte zu besprechen.","Au bureau, nous avons régulièrement des réunions pour discuter de nos progrès."
"Wir bluten, weil dieser russische Schrott uns geschwächt hat.",Trop faibles devant la blindaille russe.
Der Lehrer erklärt die Materie sehr gut und macht sie interessant.,L'enseignant explique la matière très bien et la rend intéressante.
Sie hat meine Mutter damit fast zu Tode geängstigt.,"Elle terrorisait ma mère, à la faire mourir."
"Sie dachten, Sie könnten den Planeten Spaceball überlisten.","Alors, Princesse Vespa, vous pensiez que vous pourriez surpasser les forces de la Planete Spaceball."
"Mein Traum ist es, einmal um die Welt zu reisen.",Mon rêve est de faire un jour le tour du monde.
Mein Kollege aus dem Büro ist auch mein enger Freund.,Mon collègue du bureau est aussi mon meilleur ami.
Meine Freundin arbeitet im Büro nebenan.,Mon amie travaille dans le bureau à côté.
"Nicht nur das, ich komme mit ich schütze meine lnvestition.","Je viendrai aussi, pour protéger mes intérêts."
"Jemand sagte, der Weltfrieden sei in unserer Hand, aber ich spielte nur Pingpong.",Mais je n'ai fait que jouer au ping- pong.
Die Geographie eines Landes kann seine Geschichte und Kultur beeinflussen.,La géographie d'un pays peut influencer son histoire et sa culture.
Was bringst du ihm als Nächstes bei?,Qu'est- ce que tu vas apprendre à ce garçon?
"Vielleicht, sollte jemand einen Arzt rufen oder so","Tandis que je marche, à travers la vallée de l'ombre de la mort..."
Ich spreche da wohl im Namen aller.,"Et, je crois que je parle pour nous tous, en disant ça!"
Ich habe letztes Jahr eine Weltreise gemacht und viele interessante Dinge gesehen.,J'ai fait un tour du monde l'an dernier et j'ai vu beaucoup de choses intéressantes.
"Ein Konzertbesuch kann eine großartige Gelegenheit sein, um neue Musik zu hören und bekannte Künstler live zu sehen.",Assister à un concert peut être une excellente occasion d'entendre de nouvelle musique et de voir des artistes connus en live.
Der Film beginnt um 20 Uhr,"Le film commence à 20 heures,"
"Wusstest du, dass die Farmer auspacken?",Vous saviez que les fermiers déballent leurs affaires?
"Die Reise nach Asien war eine Herausforderung, aber auch sehr lohnend.","Le voyage en Asie était un défi, mais aussi très gratifiant."
"Du rennst in die Nacht hinein, um ein anderes Gesicht zu finden, und noch eins, bis du eines schrecklichen Tages merkst, daß Rache der Inhalt deines Lebens ist, ohne zu wissen weshalb.","Alors, tu cours dans la nuit, cherchant un autre visage, puis un autre... jusqu'au matin terrible oû tu prends conscience que la vengeance est devenue toute ta vie, et tu ne sais pas pourquoi."
Ich hab 'dich du kleiner Bastard.,Regarde les têtes sur le mur.
"Das Radfahren ist ein gesunder Sport, der viel Spaß macht.",Le cyclisme est un sport sain qui procure beaucoup de plaisir.
"Wir haben eine Gruppe von Freunden, die sich jeden Tag im Café treffen.",Nous avons un groupe d'amis qui se rencontrent chaque jour au café.
"Ein Auslandsaufenthalt kann sehr bereichernd sein und hilft, die eigene Perspektive zu erweitern.",Un séjour à l'étranger peut être très enrichissant et aide à élargir sa propre perspective.
"Mein Professor gibt mir wertvolle Ratschläge und Tipps, um meine Karriere voranzutreiben.",Mon professeur me donne des conseils précieux et des astuces pour avancer dans ma carrière.
"Wohin er auch geht, wen er auch sucht, es ist uns bekannt.","Où qu'il aille, quoi qu'il cherche, nous le saurons."
Ich weiss nicht... was an diesem Tag über mich kam.,J'ignore ce qui m'a pris ce jour- là
"Wenn Mami... das merkt, bist du dran.","Si maman te pince, attention"
"Nein, ist ok, es hört gleich auf.",Encore une nuit tragique:
Wir organisieren regelmäßig Betriebsfeiern und -events.,Nous organisons régulièrement des fêtes et événements d'entreprise.
Das Seminar war sehr interessant und informativ.,Le séminaire était très intéressant et instructif.
"Also Jungs, das heisst, wir gehen nirgendwohin.","Vous voyez, les mecs, on a des chances de crever ici."
Die Vorbereitung auf eine Reise erfordert viel Zeit und Geduld.,La préparation d'un voyage nécessite beaucoup de temps et de patience.
Ein Urlaub am Meer kann sehr erholsam und unterhaltsam sein.,Des vacances à la mer peuvent être très reposantes et amusantes.
"Ich habe vor, nächstes Jahr nach Australien zu reisen und die verschiedenen Städte zu erkunden.",J'ai l'intention de voyager en Australie l'année prochaine et d'explorer les différentes villes.
"Meine Freundin hat mich dazu ermutigt, ein Studium aufzunehmen.",Ma copine m'a encouragée à entamer des études.
Das Wetter ist heute schlecht,"Le temps est mauvais aujourd'hui,"
Das Leben als Student ist nicht immer leicht.,La vie d'étudiant n'est pas toujours facile.
Meine Freundin hat gerade ihre Master-Arbeit abgeschlossen.,Ma copine vient de terminer son mémoire de master.
Mein Freund hat mich zu einem Fußballspiel eingeladen.,Mon ami m'a invité à un match de football.
Meine Kommilitonen sind alle sehr nett und unterstützend.,Mes camarades de classe sont tous très gentils et soutenants.
Die Stadt New York ist bekannt für ihre vielfältige Kultur und Unterhaltungsmöglichkeiten.,La ville de New York est connue pour sa culture diverse et ses possibilités de divertissement.
Bis jetzt hast du vier und ich nur zwei.,"Pas tout le cerveau. ça t'en fait quatre et moi, deux."
"Mein Freund hat mich zu einer Party eingeladen, die er organisiert.",Mon ami m'a invité à une fête qu'il organise.
Der Lehrer erklärt die Mathematik-Aufgaben sehr klar,"L'enseignant explique les exercices de mathématiques très clairement,"
"Ich versuche nur, dein Freund zu sein.",J'essaie juste d'être ton amie.
Ein Besuch im Theater ist immer ein unterhaltsames Erlebnis.,Une visite au théâtre est toujours une expérience amusante.
Ich habe mich bereits auf meinen nächsten Urlaub gefreut und plane ihn sorgfältig.,Je me réjouis déjà de mes prochaines vacances et je les planifie soigneusement.
Die Schule bietet viele Möglichkeiten zur Weiterbildung an.,L'école offre de nombreuses possibilités de formation continue.
In dem Zimmer dort steht ein Sofa.,Il y a un divan dans l'autre pièce.
Die Stadt ist sehr groß,"La ville est très grande,"
"Die Kunst ist eine großartige Möglichkeit, seine Kreativität auszudrücken.",L'art est une excellente façon d'exprimer sa créativité.
Meine Freundin arbeitet im Büro nebenan und wir treffen uns oft zum Mittagessen.,Ma petite amie travaille dans le bureau à côté et nous nous rencontrons souvent pour déjeuner.
Können wir nicht wieder so leben wie vorher?,On ne peut pas vivre de nouveau tous les trois?
Das Training für einen Marathon erfordert viel Disziplin und Engagement.,L'entraînement pour un marathon nécessite beaucoup de discipline et d'engagement.
"Die Schule bietet viele Möglichkeiten, um sich weiterzubilden und neue Fähigkeiten zu erlernen.",L'école offre de nombreuses possibilités pour se former davantage et acquérir de nouvelles compétences.
Sie haben mit sich selbst Probleme!?,Vous avez un problème avec vous- même?
"Ich bin dankbar für meine Freundschaften, denn sie machen mein Leben viel schöner.","Je suis reconnaissant pour mes amitiés, car elles rendent ma vie beaucoup plus belle."
Ich habe durch meine Arbeit viele neue Kontakte geknüpft.,J'ai établi grâce à mon travail de nombreux nouveaux contacts.
"Ich hoffe, ich werde bald einen Job in einem großen Unternehmen finden.",J'espère que je trouverai bientôt un emploi dans une grande entreprise.
Die Universität bietet viele Kurse und Workshops für Studenten an.,L'université propose de nombreux cours et ateliers pour les étudiants.
"Das Lesen von Büchern ist eine gute Möglichkeit, sich zu bilden.",La lecture de livres est une bonne façon de s'instruire.
Der Berg ist ideal für Skifahrer und Snowboarder.,La montagne est idéale pour les skieurs et les snowboardeurs.
"Der Professor ist sehr streng, aber ich denke, er will nur das Beste für seine Studenten.","Le professeur est très sévère, mais je pense qu'il veut juste le meilleur pour ses étudiants."
"Ich verbringe viel Zeit mit meinen Freunden in der Mensa, wo wir essen und uns unterhalten.","Je passe beaucoup de temps avec mes amis à la cantine, où nous mangeons et discutons."
"Ich bin sehr glücklich, dass ich dich getroffen habe","Je suis très heureux de t'avoir rencontré,"
Ich bin dankbar für die Unterstützung meiner Freunde und Familie während meines Studiums.,Je suis reconnaissant pour le soutien de mes amis et de ma famille pendant mes études.
"Die Leute wussten gar nicht, wie ihnen geschah.",Personne n'a compris ce qui se passait.
Kann ich dich... ein letztes Mal fragen?,Puis- je te le demander une dernière fois?
Die Schule bietet viele außerschulische Aktivitäten wie Musik und Kunst an.,L'école propose de nombreuses activités parascolaires comme la musique et l'art.
"Ich habe meine Freundin auf einer Party kennengelernt, die von unserem Professor organisiert wurde.",J'ai rencontré ma petite amie lors d'une soirée organisée par notre professeur.
Sie sollten jetzt zum Flughafen fahren.,Vous devriez aller à l'aeroport.
Der Dozent ist sehr kompetent und erklärt alles gut.,L'enseignant est très compétent et explique tout bien.
"Unsere Beziehung ist sehr stark, trotz der Entfernung.","Notre relation est très forte, malgré la distance."
Mit 13. Er baggert die Behinderten- Torten an.,Il essayait de draguer ces salopes attardées.
Unsere Freundschaften sind sehr stark und bedeutungsvoll für uns.,Nos amitiés sont très fortes et significatives pour nous.
Bricht dir das Herz - Wahrlich,Te voir tout à coup comme ça...
Ich teile ein Zimmer mit meinem besten Freund aus der Uni.,Je partage une chambre avec mon meilleur ami de l'université.
Das Auto ist sehr teuer,"La voiture est très cher,"
Ein Besuch im Louvre-Museum in Paris ist ein Muss für jeden Kunstkenners.,Une visite au musée du Louvre à Paris est obligatoire pour tout amateur d'art.
Gegen welchen Prominenten würdest du gern kämpfen?,Quelle célébrité combattrais- tu?
Er wird uns in der Stadt helfen können.,ll nous servira de guide à Nancy.
Ich habe gestern Abend einen interessanten Film im Kino gesehen,"J'ai vu hier soir un film intéressant au cinéma,"
"lhr müsst zugeben, das ist echt cool.","Allez, avouez que c'est plutôt cool!"
"Ich mag es, wenn ich beim Wandern in der Natur bin und die schöne Landschaft bewundere.",J'aime quand je suis en randonnée dans la nature et que j'admire le beau paysage.
Unser Team hat das Projekt erfolgreich abgeschlossen dank guter Zusammenarbeit.,Notre équipe a terminé le projet avec succès grâce à une bonne collaboration.
"Es gibt viele verschiedene Kurse an der Universität, um die Interessen der Studenten zu decken.",Il y a de nombreux cours différents à l'université pour répondre aux intérêts des étudiants.
Die Kommunikation zwischen den Kollegen ist sehr wichtig für die Arbeit.,La communication entre les collègues est très importante pour le travail.
"Mami will nicht, dass wir uns trennen.",Il ne faut pas se séparer
"Ich bin dankbar für die Gelegenheit, an der Universität zu studieren.",Je suis reconnaissant pour l'opportunité d'étudier à l'université.
"Koumbi, du bist in der Falle!","Koumbi, tu es piégée!"
So kann man nicht mehr spielen.,Qu'est- ce que c'est que cette façon de shooter!
Wir organisieren oft Partys und Events mit unseren Freunden aus dem Büro.,Nous organisons souvent des fêtes et des événements avec nos amis du bureau.
"Ich liebe es, im Kino neueste Filme anzusehen.",J'adore aller voir les derniers films au cinéma.
"Das Lesen von Büchern ist eine großartige Möglichkeit, neue Dinge zu lernen und seine Kenntnisse zu erweitern.",La lecture de livres est un excellent moyen d'apprendre de nouvelles choses et d'étendre ses connaissances.
"Wer hat euch Mistkerlen erlaubt, mein Haus zu benutzen?","Enfoirés, qui vous a permis de venir chez moi?"
"Ich bin dankbar für die Erfahrungen, die ich während meines Studiums gemacht habe.",Je suis reconnaissant pour les expériences que j'ai eues pendant mes études.
Die Universität von Oxford ist eine der besten Universitäten der Welt.,L'université d'Oxford est une des meilleures universités du monde.
