German,French
Wir verbringen unsere Pausen gerne mit unseren Kollegen im Bürokaffee.,Nous passons nos pauses volontiers avec nos collègues au café du bureau.
"Der Professor hat uns geholfen, unser Projekt erfolgreich abzuschließen.",Le professeur nous a aidés à terminer notre projet avec succès.
In meinem letzten Jahr an der Universität habe ich viel über die Bedeutung von Teamarbeit gelernt.,"Pendant ma dernière année à l'université, j'ai appris muche sur l'importance du travail d'équipe."
"Nachdem wir unsere Abschlüsse gemacht haben, werden wir wahrscheinlich zusammenarbeiten.","Après avoir obtenu nos diplômes, nous allons probablement travailler ensemble."
"Das Büroleben kann manchmal stressig sein, aber dank meiner Freunde bleibt es erträglich.","La vie de bureau peut être parfois stressante, mais grâce à mes amis, elle reste supportée."
"Unsere Abteilung arbeitet eng mit anderen Teams zusammen, um Ziele zu erreichen.",Notre département travaille en étroite collaboration avec d'autres équipes pour atteindre les objectifs.
"Während meines Praktikums habe ich wertvolle Erfahrungen gesammelt, die mir im Beruf helfen werden.","Pendant mon stage, j'ai acquis des expériences précieuses qui m'aideront dans ma carrière."
"Es ist wichtig, dass man Zeit für seine Hobbys und Freunde findet, auch wenn das Arbeitsleben hektisch wird.","Il est important de trouver le temps pour ses hobbies et ses amis, même si la vie professionnelle devient hectique."
"Ein guter Freund von mir, den ich während meines Studiums getroffen habe, ist jetzt mein Geschäftspartner.",Un bon ami que j'ai rencontré pendant mes études est maintenant mon partenaire commercial.
"Im Büro gibt es regelmäßige Meetings, um Fortschritte zu diskutieren und Pläne zu machen.","Au bureau, il y a des réunions régulières pour discuter des progrès et planifier."
"Durch meine Tätigkeit an der Universität konnte ich Kontakte knüpfen, die mir später halfen, einen Job zu finden.","Grâce à mon activité à l'université, j'ai pu établir des contacts qui m'ont plus tard aidé à trouver un emploi."
"Die Atmosphäre am Campus ist immer lebendig, besonders wenn Veranstaltungen stattfinden.","L'atmosphère sur le campus est toujours animée, surtout lorsqu'il y a des événements."
"Meine Freunde und ich unterstützen uns gegenseitig, egal ob in der Uni oder im Beruf.","Mes amis et moi nous soutenons mutuellement, qu'il s'agisse de l'université ou du monde professionnel."
"Als Student war es nicht leicht, aber die Erfahrung hat mich stark verbessert.","En tant qu'étudiant, ce n'était pas facile, mais l'expérience m'a considérablement amélioré."
"Jetzt, da ich beruflich etabliert bin, danke ich meiner Universitätszeit für alles, was sie mir gebracht hat.","Maintenant que je suis établi professionnellement, je remercie mon expérience universitaire pour tout ce qu'elle m'a apporté."
Mein Kollege ist auch mein bester Freund aus der Uni-Zeit.,Mon collègue est aussi mon meilleur ami de mes années universitaires.
Wir machen oft gemeinsam Pause im Bürocafé.,Nous faisons souvent une pause ensemble au café du bureau.
"Ich verbringe viel Zeit mit meiner Freundin, wenn wir nicht im Büro sind.",Je passe beaucoup de temps avec ma petite amie quand nous ne sommes pas au bureau.
"Der Unterricht ist sehr anspruchsvoll, aber lohnenswert.","L'enseignement est très exigeant, mais gratifiant."
Ich habe meine Fähigkeiten durch verschiedene Kurse an der Universität verbessert.,J'ai amélioré mes compétences grâce à différents cours à l'université.
Meine Freunde und ich planen bald einen Ausflug zusammen.,Mes amis et moi planifions bientôt une excursion ensemble.
"Der Professor hat uns eine lange Aufgabe gegeben, die wir bis morgen erledigen müssen.",Le professeur nous a donné un devoir long que nous devons finir pour demain.
"Die Universitätsbibliothek ist ein guter Ort, um zu lernen und zu konzentrieren.",La bibliothèque universitaire est un bon endroit pour apprendre et se concentrer.
"Mein Freund hat mich zum Abendessen eingeladen, nachdem wir den ganzen Tag gearbeitet haben.",Mon ami m'a invité à diner après avoir travaillé toute la journée.
Wir haben eine Gruppenarbeit für das Seminar und müssen uns bald treffen.,Nous avons un travail de groupe pour le séminaire et devons nous réunir bientôt.
Das Office-Team plant einen Ausflug für das Wochenende.,L'équipe du bureau planifie une excursion pour le week-end.
Die Kommunikation zwischen den Mitarbeitern im Büro ist sehr wichtig.,La communication entre les employés du bureau est très importante.
Meine Freunde und ich gehen oft ins Kino oder essen zusammen.,Mes amis et moi allons souvent au cinéma ou mangeons ensemble.
"Der Vortrag war sehr interessant und hat mir geholfen, neue Dinge zu lernen.",La conférence était très intéressante et m'a aidé à apprendre de nouvelles choses.
Ich muss mich auf die Prüfung vorbereiten und brauche daher viel Zeit zur Vorbereitung.,Je dois me préparer pour l'examen et j'ai donc besoin de beaucoup de temps pour la préparation.
Mein Chef ist sehr zufrieden mit meiner Arbeit und hat mich gelobt.,Mon patron est très satisfait de mon travail et m'a félicité.
"Die Universität bietet viele Möglichkeiten, sich weiterzubilden und neue Fähigkeiten zu erwerben.",L'université offre de nombreuses possibilités de formation continue et d'acquisition de nouvelles compétences.
"Ich treffe mich regelmäßig mit meinen Freunden, um über unsere Pläne und Ziele zu sprechen.",Je me rencontre régulièrement avec mes amis pour discuter de nos plans et objectifs.
"Das Büro ist ein wichtiger Teil meines Lebens, da ich dort viele Stunden verbringe.","Le bureau est une partie importante de ma vie, car je passe banyak heures ici."
Meine Beziehung zu meinen Eltern ist sehr eng und bedeutungsvoll für mich.,Ma relation avec mes parents est très étroite et significative pour moi.
Die Zusammenarbeit zwischen den Studenten an der Universität ist sehr produktiv.,La collaboration entre les étudiants à l'université est très productive.
"Ich hoffe, dass ich bald befördert werde und mehr Verantwortung im Büro übernehmen kann.",J'espère être promu bientôt et prendre plus de responsabilités au bureau.
"Mein Freund hat mich dazu ermutigt, ein Praktikum zu machen.",Mon ami m'a encouragé à faire un stage.
Der Vorteil des Studiums an einer großen Universität ist die Vielfalt der Kurse.,L'avantage d'étudier à une grande université est la diversité des cours.
Wir feiern oft Partys mit unseren Freunden aus dem Büro.,Nous célébrons souvent des fêtes avec nos amis du bureau.
Die Kommunikation zwischen den Abteilungen im Unternehmen ist entscheidend.,La communication entre les départements dans l'entreprise est cruciale.
"Es ist wichtig, eine gute Work-Life-Balance zu finden.",Il est important de trouver un bon équilibre entre vie professionnelle et personnelle.
Mein Freund und ich gehen oft zusammen essen oder ins Kino.,Mon ami et moi allons souvent diner ou au cinéma ensemble.
Wir verbringen unsere Freizeit oft mit Diskussionen über unser Lieblingsthema.,Nous passons souvent notre temps libre à discuter de notre sujet préféré.
Mein Kollege aus dem Büro ist auch ein enger Freund von mir.,Mon collègue du bureau est aussi un ami proche à moi.
Das Studium an der Universität kann manchmal sehr schwierig sein.,Les études à l'université peuvent parfois être très difficiles.
Meine Beziehung zu meinen Kommilitonen ist sehr gut.,Mes relations avec mes camarades sont très bonnes.
Im Büro gibt es eine gute Arbeitsatmosphäre.,Il y a une bonne ambiance de travail au bureau.
Unsere Abteilung organisiert regelmäßig Team-Building-Veranstaltungen.,Notre département organise régulièrement des événements de construction d'équipe.
Die Uni bietet viele Möglichkeiten zur beruflichen Entwicklung.,L'université offre de nombreuses opportunités de développement professionnel.
Wir feiern oft den Geburtstag unserer Kollegen im Büro.,Nous célébrons souvent les anniversaires de nos collègues au bureau.
"Es ist wichtig, eine gesunde Work-Life-Balance zu finden.",Il est important de trouver un équilibre sain entre vie professionnelle et personnelle.
Die meisten meiner Freunde sind ehemalige Kommilitonen.,La plupart de mes amis sont d'anciens camarades de classe.
"Unser Professor hat uns geholfen, unsere Ziele zu setzen.",Notre professeur nous a aidés à fixer nos objectifs.
Ich bin stolz auf meine akademischen Errungenschaften.,Je suis fier de mes réalisations académiques.
Die Zusammenarbeit zwischen den Abteilungen ist sehr erfolgreich.,La collaboration entre les départements est très réussie.
Mein Freund arbeitet im Büro nebenan und ich besuche ihn oft.,Mon ami travaille dans le bureau à côté et je le visite souvent.
Meine Freundin studiert auch an der Universität und wir verbringen viel Zeit miteinander.,Ma copine étudie également à l'université et nous passons beaucoup de temps ensemble.
Wir organisieren oft Partys und Events mit unseren Freunden aus dem Büro.,Nous organisons souvent des fêtes et des événements avec nos amis du bureau.
Die Kommunikation zwischen den Kollegen ist sehr wichtig für die Arbeit.,La communication entre les collègues est très importante pour le travail.
"Ich bin dankbar für meine Freunde, weil sie mich immer unterstützen.",Je suis reconnaissant envers mes amis parce qu'ils me soutiennent toujours.
"Wir teilen unsere Erfahrungen und Kenntnisse miteinander, um besser zu werden.",Nous partageons nos expériences et connaissances pour améliorer nos compétences.
Die Atmosphäre im Büro ist sehr positiv und motivierend.,L'ambiance au bureau est très positive et motivante.
"Ich habe viele Kontakte gemacht, seit ich an der Universität studiere.",J'ai établi muchos contacts depuis que j'étudie à l'université.
Unsere Freundschaften sind sehr stark und bedeutungsvoll für uns.,Nos amitiés sont très fortes et significatives pour nous.
Wir helfen einander bei schwierigen Aufgaben und Projekten.,Nous nous aidons mutuellement pour les tâches et projets difficiles.
Wir feiern oft Geburtstage und andere Ereignisse miteinander.,Nous célébrons souvent les anniversaires et autres événements ensemble.
Die Zusammenarbeit zwischen den Abteilungen ist sehr wichtig für den Erfolg.,La collaboration entre les départements est très importante pour la réussite.
Wir feiern immer gemeinsam den Geburtstag unserer Kollegin.,Nous célébrons toujours ensemble l'anniversaire de notre collègue.
Unsere Gruppe von Freunden trifft sich jeden Donnerstagabend.,Notre groupe d'amis se réunit tous les jeudis soir.
Der Dozent ist sehr kompetent und erklärt alles gut.,L'enseignant est très compétent et explique tout bien.
Ich teile mein Büro mit zwei anderen Mitarbeitern.,Je partage mon bureau avec deux autres employés.
Die Studentenverbindung organisiert jedes Jahr einen Ball.,L'association étudiante organise chaque année un bal.
"Mein Chef ist sehr anspruchsvoll, aber ich respektiere ihn dafür.","Mon patron est très exigeant, mais je respecte cela chez lui."
Mein Partner arbeitet ebenfalls in einem Büro in der Nähe.,Mon partenaire travaille également dans un bureau à proximité.
Wir organisieren regelmäßig Treffen mit unseren ehemaligen Kommilitonen.,Nous organisons régulièrement des réunions avec nos anciens camarades de classe.
Die Atmosphäre auf dem Campus ist sehr angenehm und inspiriert.,L'atmosphère sur le campus est très agréable et inspire.
Unsere Abteilung besteht aus einer Gruppe von engagierten und motivierten Mitarbeitern.,Notre département se compose d'un groupe d'employés engagés et motivés.
Meine Freunde und ich planen einen Ausflug nach unserem Abschluss.,Mes amis et moi planifions un voyage après notre diplôme.
Die Zusammenarbeit zwischen den Teams im Büro ist sehr gut.,La collaboration entre les équipes dans le bureau est très bonne.
Die Bibliothek der Universität ist eines der schönsten Gebäude auf dem Campus.,La bibliothèque de l'université est l'un des plus beaux bâtiments du campus.
